wallet_age_days,avg_tx,recent_tx,tx_frequency,wallet,token
96,217.60546380692853,0.0,1.0416666666666667,0x742d35Cc6634C0532925a3b844Bc454e4438f44e,eth
0,0.750656141853058,0.0,100.0,0x28C6c06298d514Db089934071355E5743bf21d60,eth
0,0.0,0.0,100.0,0x00Fe78205F5F0E63B8aD2b2AE5337f538a610E04,eth
2,0.419655833,0.04737705,50.0,0x77300C71071eCa35Cb673a0b7571B2907dEB77C7,eth
