wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,wallet,token
19,393546.4227692308,875261.02172,1.368421052631579,0.0009129598157225726,0.054777588943354355,1.3146621346405045,65720.30769230769,0x742d35Cc6634C0532925a3b844Bc454e4438f44e,dai
0,52.50046215476015,5.000924309520295,2.0,0.009523809523809525,0.5714285714285714,13.714285714285714,6300.0,0x28C6c06298d514Db089934071355E5743bf21d60,dai
