wallet,token,wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,dust_tx_ratio,similarity_hits,new_sender_ratio,is_poisoned_pattern,label
0x78a83110c440a6be66132894a0920976d061b26f,dai,268,870955.5006275,80000.0,0.05970149253731343,4.1432624488744075e-05,0.0024859574693246443,0.059662979263791466,1448134.1875,0.0,6,0.012605042016806723,0,-1
0xf52605c7b778563a5a9144ef4dc53b57463ca2c7,dai,8,130.10265241034483,12.98,7.25,0.004894514767932489,0.2936708860759494,7.048101265822785,12258.620689655172,0.0,1,0.0058,0,-1
0xcbeae907ac649b6a98adbbb7bc39ddaf72c6deea,dai,1,0.19537955656904543,3.5909265424560433,42.0,0.07616974972796518,4.570184983677911,109.68443960826986,787.7142857142857,0.0,41,0.000293470286133529,0,-1
0xb0aa9393ff65c4ce9dcbc3bc153fcb2071f65d0d,dai,18,30476.085261629785,30456.125773013475,0.2777777777777778,0.0001861199207873617,0.011167195247241702,0.26801268593380084,322372.8,0.0,0,0.00020362451639177357,0,-1
0xb0e4d44a8af27f7b6d445ed816a994a0093f5b17,dai,1,0.059328098555656884,0.000119823051347469,203.0,0.07733333333333334,4.64,111.36,775.8620689655172,0.0202,202,0.0002,0,-1
0x9be82de8dbc0b30528e06add615a600c8c9692af,dai,28,14425.683424513021,50942.999443443114,0.5714285714285714,0.00038750115039404027,0.023250069023642416,0.558001656567418,154838.25,0.00396235760277365,11,0.0029717682020802376,0,-1
0xb14df49eceaa453fff9eec92f07536c66f0e6434,dai,48,0.10271179967518874,0.0,0.6875,0.0004700560078855457,0.028203360473132738,0.6768806513551857,127644.36363636363,0.00010888501742160279,16,0.00195993031358885,0,-1
0xe4731d1d77cae73c340e47b6a10f0b34ad9c6b96,dai,1,0.14916188570643396,44.004169839504485,354.0,0.162370424731676,9.74222548390056,233.81341161361343,369.52542372881356,0.0002,352,0.0003,0,-1
0xca23a6843927bdc029a371129133f33ce44c53e5,dai,3,0.29503826303835146,43.199522105130406,112.0,0.07606628633523499,4.563977180114099,109.5354523227384,788.7857142857143,0.0,334,0.00036036036036036037,0,-1
0xca686974913389d42f3c5f61010503daccdb487a,dai,95,270364.91659983643,876421.1136787939,0.1368421052631579,9.409789075958712e-05,0.005645873445575228,0.13550096269380546,637633.8461538461,0.0004366812227074236,8,0.0013100436681222707,0,-1
0xc261078eb80c983a64cdeb3bd48f3e504e43147f,dai,1,0.014378518265659767,0.0029989,6.0,0.3658536585365854,21.951219512195124,526.8292682926829,164.0,0.0,3,0.6666666666666666,0,-1
0xb99a2c4c1c4f1fc27150681b740396f6ce1cbcf5,dai,70,1752247.673387958,3832.2866104798622,0.11428571428571428,7.848538896377703e-05,0.004709123337826622,0.11301896010783893,764473.5,0.0,4,0.0003,0,-1
0xe5350e927b904fdb4d2af55c566e269bb3df1941,dai,1009,226349.59597895737,33.61722500950908,0.019821605550049554,1.3755863952854803e-05,0.0008253518371712881,0.019808444092110914,4361776.2,0.0,10,0.0006,0,-1
0x57b3abae7e7392571396a4a91bc1ae35bbdd19d7,dai,133,408.3478529148204,157.10581895547878,0.07518796992481203,5.2172855976048486e-05,0.0031303713585629092,0.07512891260550981,1150023.3,0.0,5,0.0013218770654329147,0,-1
0x0d072ada94b21fe61bce1e4b0696c3a8715992fe,dai,57,11990.280283714737,0.000250091647718383,0.10526315789473684,7.30046017233953e-05,0.004380276103403718,0.10512662648168923,821866.0,0.01593625498007968,2,0.0199203187250996,0,-1
0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,dai,215,9.666185426088221,8.502108771023972,0.8046511627906977,0.0005577162133583672,0.03346297280150203,0.8031113472360487,107581.59537572254,0.0,2,0.0015,0,-1
0x4d19280197d965d4d2b94e1d703c37bcc895808e,dai,2,0.0005,0.0005,2.0,0.001344628210299852,0.08067769261799113,1.936264622831787,44622.0,1.0,2,0.75,1,2
0x5fdff2239c8057ce2e6cdedc14126af3c9646448,dai,1,0.15549882439086318,3.5656041058102117,58.0,0.0846468184471687,5.078809106830122,121.89141856392294,708.8275862068965,0.0,57,0.0006357279084551812,0,-1
0x3358158343fc2f06b20aab9bb02282ca73033905,dai,1,0.04053768708929989,6.0750309085396665,155.0,0.10933972911963884,6.56038374717833,157.4492099322799,548.7483870967742,0.0014,155,0.0001,0,-1
0x301d9bc22d66f7bc49329a9d9eb16d3ecc4a12b4,dai,10,0.005,0.005,29.4,0.019637966735689,1.1782780041413399,28.27867209939216,3055.3061224489797,0.0,294,0.0001,0,-1
0x5ffd23b1b0350debb17a2cb668929ac5f76d0e18,dai,115,74.0,41.0,0.02608695652173913,1.8112923208450763e-05,0.0010867753925070459,0.026082609420169104,3312552.0,0.0,2,0.021052631578947368,0,-1
0xaa98e643be0ec7a9e04cea588a266602b23de9f1,dai,11,0.04,0.0684,0.36363636363636365,0.0002353273403303996,0.014119640419823973,0.3388713700757754,254964.0,0.0,2,0.75,0,-1
0x352423e2fa5d5c99343d371c9e3bc56c87723cc7,dai,29,164277.0,800000.0,0.6896551724137931,0.0004761541977754076,0.028569251866524457,0.6856620447965869,126009.6,0.0,10,0.0006,0,-1
0x8fca4ade3a517133ff23ca55cdaea29c78c990b8,dai,33,9475.691680494792,155082.4160277,1.0606060606060606,0.0007165611615661161,0.04299366969396696,1.0318480726552073,83733.25714285714,0.0,20,0.0009,0,-1
0x6388a1158a2af6498bbe7bfa07684a808ac799ee,dai,1,112490.44585393123,157486.6241955037,4.0,0.04319654427645789,2.591792656587473,62.20302375809935,1389.0,0.0,3,0.002728512960436562,0,-1
0x17e4921a3a7f7dbac55c9dc30fe50da1df9b4f2d,dai,1,0.0683579061008475,6.095190069894666,187.0,0.10693046660567246,6.415827996340347,153.97987191216833,561.1122994652407,0.005802387267904509,186,0.0003315649867374005,0,-1
0x0a6d1288bebc4c166c2d218c384e1e1452269bd3,dai,1,286.36230000000006,0.0005,7.0,0.02256608639587363,1.3539651837524178,32.495164410058024,2658.8571428571427,0.006726457399103139,4,0.008968609865470852,0,-1
0x5dfa0eb6ad3cc9a29c53f3e9ae659a6e62b9a2b7,dai,1,0.11073398604174797,2.8041346618040595,82.0,0.1311160857051487,7.8669651423089215,188.80716341541412,457.609756097561,0.0,81,0.0004722550177095632,0,-1
0x21a5901582c910de3630b64b4c098587f41bb899,dai,1,0.17447945546720983,3.5191257985940614,50.0,0.0725268349289237,4.351610095735422,104.43864229765013,827.28,0.0,49,0.00034518467380048324,0,-1
0xac251d73317fd42b7468b6039eae38da78ba6e01,dai,3,0.29605514073425787,38.40048182788669,97.33333333333333,0.06738979921532426,4.043387952919455,97.04131087006692,890.3424657534247,0.0,290,0.0005047106325706595,0,-1
0x198510b7d7033cffb45d23d034ca946c8e5a072e,dai,117,1122.3689237533035,0.004109050873453295,0.23931623931623933,0.00016611039459524235,0.009966623675714542,0.239198968217149,361205.5714285714,0.0067226890756302525,10,0.010084033613445379,0,-1
0xc5057a39cf4b1741ccc9d590a27f6697dd6c369f,dai,1,0.9067420039520986,43.85565500387292,101.0,0.06926347551776162,4.155808531065698,99.73940474557673,866.2574257425742,0.0,99,0.0010224948875255625,0,-1
0x5c0c8d1cf51ac8e8d970051ac69dbdb1315b6036,dai,1491,24614.736935185625,0.006322,0.028169014084507043,1.956103925659171e-05,0.0011736623553955025,0.02816789652949206,3067321.6904761903,0.0002536783358701167,21,0.00380517503805175,0,-1
0x26cbaf817efbb4df3e644c77b14c27380a67beba,dai,1,0.14976542969067166,0.000314538259597818,57.0,0.06305309734513274,3.7831858407079646,90.79646017699115,951.578947368421,0.0003313452617627568,55,0.0009940357852882703,0,-1
0x7a113a28b4188a0937f2bbd8d53438cf06ee8432,dai,1,0.0005063775,0.000198013,8.0,0.0029067654966935543,0.17440592980161326,4.185742315238718,20641.5,0.011283497884344146,4,0.005641748942172073,0,-1
0x8d1179a344a99bafbcd8271dfc9ed6cc0ae35505,dai,1,14792.247694715465,20096.368812138277,6.0,0.021413276231263385,1.284796573875803,30.835117773019274,2802.0,0.0,3,0.0021645021645021645,0,-1
0x0079ce80043edc3325598e4a3b6293ab779bf174,dai,847,5831.852576094506,3000.0,0.03541912632821724,2.4586660671163934e-05,0.001475199640269836,0.03540479136647606,2440347.6666666665,0.0,17,0.0015405946695424434,0,-1
0xa8ca67aca86c0e081bd17b039de3d8822f3d3414,dai,37,47.304285022440006,4.2468184293008315,10.216216216216216,0.007038136271724194,0.42228817630345167,10.134916231282839,8524.984126984127,0.0,189,0.0018,0,-1
