wallet,token,wallet_age_days,avg_tx,recent_tx,tx_frequency,tx_per_min,tx_per_hour,tx_per_day,avg_time_between_tx_sec,is_high_freq,is_low_value,is_new_wallet,risk_score_rule,label,notes
0x278d858f05b94576c1e6f73285886876ff6ef8d2,USDT,1,59776759.51994237,129.605291,10000.0,16.67778519012675,1000.667111407605,24016.010673782523,3.5976,True,False,True,0.7,,
0xd1fb32bec116ffb6becd08f647b80defa38b5dd1,USDT,2,0.000651923076923,0.000616,6.5,0.0031407035175879,0.1884422110552764,4.522613065326634,19104.0,False,True,True,0.6,1.0,
0x6a11ed98b1a3ac36a768ebbbba36ded101da5a3f,USDT,28,402.4004086273934,22.109859,357.1428571428572,0.2414560767250829,14.487364603504975,347.69675048411943,248.4924,True,False,False,0.4,,
0xd15fe25ed0dba12fe05e7029c88b10c25e8880e3,USDC,19,25882.758352883822,0.000355,526.3157894736842,0.3637977575506225,21.827865453037347,523.8687708728963,164.9268,True,False,False,0.4,,
0x3416cf6c708da44db2624d63ea0aaef7113527c6,USDC,5,40765.902570437,827.749703,2000.0,1.3156856037681235,78.94113622608742,1894.5872694260977,45.6036,True,False,True,0.7,,
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC,5,443677.53376140754,9.785,2000.0,1.344049891131959,80.64299346791753,1935.4318432300208,44.6412,True,False,True,0.7,,
0x90944b30ee1ea1879dc3da9f3a68500ccfe28eca,USDC,197,14494.609991260972,7306.830194378816,1.1827411167512691,0.0008180783374962,0.0490847002497772,1.1780328059946532,73342.60944206009,False,False,False,0.0,1.0,
0x396312bb32b2b865090622c4b6f1f066bef2aa49,USDT,1,1.6733333333333331,5.0,3.0,7.5,450.0,10800.0,8.0,True,False,True,0.7,,
0x95766c6cdfb04057d6cb741b3956af6270671e0e,USDT,718,56507.590924,1.0,0.0097493036211699,6.764648411264338e-06,0.0004058789046758,0.0097410937122206,8869640.57142857,False,False,False,0.0,,
0x888888888889758f76e7103c6cbf23abbf58f946,USDC,6,67213.50627045518,4999.336072,1666.6666666666667,1.1471047077177203,68.82628246306324,1651.830779113517,52.3056,True,False,True,0.7,,
0xcab40218aeb7e6ce555e2ba82dd196e27baadb7b,USDT,863,318.946491580786,379.874235,0.2653534183082271,0.000184105770936,0.0110463462561649,0.2651123101479583,325899.61572052405,False,False,False,0.0,,
0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC,1,1617.154135104587,0.8895840296311472,10000.0,18.45699520118125,1107.419712070875,26578.073089701,3.2508,True,False,True,0.7,,
0x2dd9faa5b98c9f98b32c95c56a610f5fc71dcb4f,USDT,3195,31559.38438612061,3e-09,0.0262910798122065,1.825544901971716e-05,0.001095326941183,0.0262878465883927,3286689.904761905,False,False,False,0.0,,
0x9a9ab237bcbacf4dabbc22716e9502dcc2802f59,USDT,5,127037.51789462258,0.000349,573.0,0.333970577949782,20.03823467698692,480.9176322476861,179.6565445026178,True,False,True,0.7,1.0,
0x99e05c7a1a0f3679c4c85d2b6aabab9f95f43589,USDT,28,10.52263006060606,22.86732,1.1785714285714286,0.000807706993274,0.0484624195964402,1.1630980703145652,74284.36363636363,False,False,False,0.0,,
0x2fdac565d71257fc4509baea438e5c994c07f26d,USDT,261,707.0979531666667,1.0,0.0229885057471264,1.5942648977411925e-05,0.0009565589386447,0.0229574145274731,3763490.0,False,False,False,0.0,,
0x37e934dcfdfd84049b9ec4cd8b9454e0ad0dc3e0,USDC,701,993.3579832,937.651481,0.007132667617689,4.946897039044671e-06,0.0002968138223426,0.0071235317362243,12128815.2,False,False,False,0.0,,
0x1dc89ab25ab5d8714fcf9ee4bd9c9a58debeb4d8,USDT,23,3324733.510202076,1982.074,434.7826086956522,0.3018211890547564,18.109271343285386,434.6225122388492,198.7932,True,False,False,0.4,,
0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,USDT,2,258081.0679312869,120.85163,5000.0,3.155171325802991,189.31027954817947,4543.446709156307,19.0164,True,False,True,0.7,,
0x49048044d57e1c92a77f79988d21fa8faf74e97e,USDT,981,2.691790045729294e+16,1.0,7.573904179408767,0.0052548146620503,0.315288879723021,7.566933113352506,11418.100134589502,False,False,False,0.0,,
0x37ae324b1c0c69e6e9f52faa3c03a2137781a94e,USDT,29,159.17707775,1.0,0.5517241379310345,0.000377374511182,0.0226424706709247,0.543419296102193,158993.25,False,False,False,0.0,,
0x2c1d044cd2dae22dceeb900a57f15694826c80ec,USDC,1324,7.07552447569382e+17,1.0,0.1080060422960725,7.495061645396998e-05,0.0044970369872381,0.1079288876937167,800527.1048951049,False,False,False,0.0,,
0x634c3ea61f5b43215980847a4efeb960c9e8f76e,USDC,4,1899.9644459566127,3441.7259461222056,2500.0,1.5157026797623376,90.94216078574028,2182.6118588577665,39.5856,True,False,True,0.7,,
0x4245e5c7211df2b0df75e5a1cb420affaf0283f7,USDT,1544,7.148661667157525e+16,1794592032.8,0.0297927461139896,2.0677460740694216e-05,0.0012406476444416,0.0297755434665996,2901710.2608695654,False,False,False,0.0,,
0xbee3211ab312a8d065c4fef0247448e17a8da000,USDC,1,4436552.317681139,1000.761118,10000.0,5.68052715291979,340.83162917518746,8179.9591002045,10.5624,True,False,True,0.7,,
0x895c51c9fb587a3d5a4dcda5562616a2d7fdb96a,USDC,1219,1.8122840865417849,0.0144,0.40935192780968,0.0002841123572705,0.0170467414362329,0.4091217944695907,211184.05611222444,False,False,False,0.0,,
0x5703b7dcdf72d58017ac4d00789b872c2205dba6,USDC,198,6458.3122321313385,0.2894822302206801,6.045454545454546,0.0041956130081528,0.2517367804891727,6.041682731740146,14300.65162907268,False,False,False,0.0,1.0,
0x063bffe86e6669bc79ee8025f77a2b981e05d862,USDC,1,6.556920909090908,1.0,11.0,0.0061638462400537,0.3698307744032276,8.875938585677462,9734.181818181818,False,False,True,0.3,,
0x6a93ef5f666eebe84ba130f8404ad56ee197006c,USDT,2,18613487.21178117,0.0156709943670021,5000.0,2.633935626613286,158.03613759679715,3792.8673023231313,22.7796,True,False,True,0.7,,
0xd8b61cc170492732373564ed091a424bf10cb9e8,USDT,442,18779.766608335573,0.893412,0.2443438914027149,0.0001694262224101,0.0101655733446116,0.2439737602706803,354136.44444444444,False,False,False,0.0,,
0x28c6c06298d514db089934071355e5743bf21d60,USDT,1,130526763.6938874,36.81,10000.0,15.903307888040713,954.1984732824428,22900.763358778622,3.7728,True,False,True,0.7,1.0,
0x2efd90121eced362119287948a8347614f79d905,USDT,18,521.4285337454585,1460.782919,513.7777777777778,0.3518838418044701,21.113030508268206,506.71273219843687,170.51081314878894,True,False,False,0.4,,
0x570b5bf095643d58211263148242b5bbe84edba6,USDC,94,0.0078678307692307,1.0,1.3829787234042554,0.0009566716070169,0.0574002964210179,1.3776071141044304,62717.44615384616,False,True,False,0.3,1.0,
0x89b537d4e0de035303dc1bdae18394f7a6c15c36,USDC,14,20500.95457714665,5944.078058,714.2857142857143,0.4929410836816783,29.5764650209007,709.8351605016169,121.7184,True,False,False,0.4,,
0xa2648f22cd0d77d7c97bd19ea7758e8c00ef5942,USDT,781,11056.94522530907,1.0,0.0166453265044814,1.1545377151059182e-05,0.0006927226290635,0.0166253430975252,5196885.230769231,False,False,False,0.0,,
0x365084b05fa7d5028346bd21d842ed0601bab5b8,USDT,1,8524632.672704676,12083.206594,10000.0,3.5330695308083664,211.984171848502,5087.620124364048,16.9824,True,False,True,0.7,1.0,
0x4313c378cc91ea583c91387b9216e2c03096b27f,USDT,46,40838000079.63486,0.25874401823509,217.3913043478261,0.1505076623450899,9.0304597407054,216.7310337769296,398.6508,True,False,False,0.4,,
0xc5117a2813bc145005e202d442673691c11771a2,USDT,1073,375.5392341666666,505.235405,0.0111835973904939,7.760636113473435e-06,0.0004656381668084,0.0111753160034017,7731325.0,False,False,False,0.0,,
0xfc2c046a447b29c0e453518e66de00ea11ae5ce4,USDT,11,1590.161827139974,4212.878512,909.0909090909092,0.6129253702069236,36.77552221241542,882.61253309797,97.8912,True,False,False,0.4,,
0xf38521f130fccf29db1961597bc5d2b60f995f85,USDC,4,2363949.675991724,656.0592476865457,2500.0,1.7057278340667963,102.34367004400778,2456.2480810561865,35.1756,True,False,True,0.7,,
0x432d9277e4587419a031635ddd251910a423b77d,USDT,1687,41496.4188524893,0.042001,5.927682276229994,0.0041141225505362,0.2468473530321772,5.924336472772254,14583.9117,False,False,False,0.0,,
0xa03736edaeaa1fd7b448b71a1212d82adadccf48,USDC,2,1244.0649332095445,0.459642584814231,5000.0,2.6904864399483426,161.42918639690058,3874.3004735256136,22.3008,True,False,True,0.7,,
0x81ef01189df6f6143a427856b0617b4fe0e892a9,USDC,26,15987.089225629355,2.7870375306246866,384.61538461538464,0.2586197978627659,15.51718787176596,372.41250892238304,232.0008,True,False,False,0.4,,
0x6d4676db54d290d256a87ce6ec98f729693a2ff0,USDT,299,11906962541598.535,860.1036760293883,0.4180602006688963,0.0002901480126253,0.017408880757523,0.4178131381805537,206791.008,False,False,False,0.0,,
0xBdb3ba9ffe392549E1f8658DD2630c141fDF47B6,USDT,1,6031122.90983029,0.1382067553077479,10000.0,49.65243296921549,2979.1459781529297,71499.50347567031,1.2084,True,False,True,0.7,,
0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC,5,482.6849096486267,1.101847950979536,2000.0,1.3593975150213429,81.56385090128055,1957.532421630733,44.1372,True,False,True,0.7,,
0x6640c4a3ef64264e82bf62b483677ba799b5161c,USDT,1,0.0,0.0,4.0,0.0072046109510086,0.4322766570605187,10.37463976945245,8328.0,False,True,True,0.6,,
0x2eeffa41305f9f16c6c217de6b41d29e0dad25fb,USDC,106,143.09273764372273,1.0,19.4622641509434,0.0133963300679102,0.8037798040746142,19.29071529779074,4478.838584585555,False,False,False,0.0,,
0x990636ecb3ff04d33d92e970d3d588bf5cd8d086,USDC,1,2702484770.6897173,0.220046385,10000.0,12.010569300984866,720.634158059092,17295.219793418208,4.9956,True,False,True,0.7,,
0x264bd8291fae1d75db2c5f573b07faa6715997b5,USDC,5,65413.78900790301,12.64058414,2000.0,1.2244098344597905,73.46459006758742,1763.150161622098,49.0032,True,False,True,0.7,,
0x9ac0ecbefc76ee796c5e8df9606c15c8227bb45a,USDT,61,23239.25108719848,57.51401,1.4426229508196722,0.0009861048857014,0.0591662931420887,1.41999103541013,60845.454545454544,False,False,False,0.0,,
0x8dec9eb63e491c77d354c51909e102733b7fb517,USDT,1043,6692.619154943662,2580.0,0.0680728667305848,4.726780754732407e-05,0.0028360684528394,0.0680656428681466,1269362.873239437,False,False,False,0.0,,
0xf9e9e8d96a8c92e06124c08c2ea285abe9f9332b,USDC,558,565.810641875,1.0,0.014336917562724,9.955823522076663e-06,0.0005973494113246,0.0143363858717903,6026623.5,False,False,False,0.0,,
0x8a4ea346f66637217d35c03d005599b2cf09c6b2,USDC,14,0.000253775,0.0001,3.0,0.0020702096826664,0.1242125809599858,2.9811019430396595,28982.571428571428,False,True,False,0.3,1.0,
0x74de5d4fcbf63e00296fd95d33236b9794016631,USDT,1,20952267339857.902,459.763597,10000.0,9.097525473071324,545.8515283842795,13100.436681222707,6.5952,True,False,True,0.7,,
0x3f91b9b2323692b67713caed37b87be6a9d96912,USDC,1929,45128.46836187337,1.0,0.0663556246759979,4.606519694896046e-05,0.0027639118169376,0.066333883606503,1302501.7578125,False,False,False,0.0,,
0xe5a1bbdb6e4520cf466f3e2c381cbeb6f107ed7e,USDT,8,754.0486042573832,1.0,1.625,0.0010429201764941,0.062575210589651,1.5018050541516246,57530.769230769234,False,False,False,0.0,,
0x7559e1bbe06e94aeed8000d5671ed424397d25b5,USDC,1189,1853.818691610685,1.0,1.808242220353238,0.0012549915098365,0.0752994905901904,1.8071877741645697,47809.08837209302,False,False,False,0.0,1.0,
0x3574114479151c5fa6e55c5b2fa686f98b29b17c,USDT,615,948.2328053307853,1.0,0.0178861788617886,1.2416395330803247e-05,0.0007449837198481,0.0178796092763566,4832320.363636363,False,False,False,0.0,,
0x6747bcaf9bd5a5f0758cbe08903490e45ddfacb5,USDC,1,2.64540549864072e+27,0.0210664901264838,10000.0,10.658708164570454,639.5224898742273,15348.539756981452,5.6292,True,False,True,0.7,,
0x51d9b56e8e488852394f9f9b0ad4d91ede5c2df2,USDT,918,1.5492802103,3e-09,0.0108932461873638,7.559300063241104e-06,0.0004535580037944,0.0108853920910671,7937242.8,False,False,False,0.0,,
0x16be6ba639bd784c19a315be557089ec78ffb34a,USDT,1,0.0003426369288603,0.000276,10000.0,33.692722371967655,2021.5633423180595,48517.52021563343,1.7808,True,True,True,1.0,1.0,
0x3c2d5221780af177e1c4999273a5adee12be1f6c,USDC,861,19602116.303908467,0.03,0.4668989547038327,0.0003239557544131,0.0194373452647903,0.4664962863549675,185210.4776119403,False,False,False,0.0,,
0x44a4ba91bd0c03ddcd48435d0b3b8d19aa4017e8,USDT,85,290.59722785714285,19.017035,0.0823529411764705,5.6525369393288986e-05,0.0033915221635973,0.0813965319263361,1061470.2857142857,False,False,False,0.0,,
0x99e096F18fbFF2808f7388859b387fdD056a3589,USDC,401,321.4129780886379,118.56669420043848,1.119700748129676,0.0007765562342591,0.0465933740555502,1.1182409773332056,77264.20489977728,False,False,False,0.0,1.0,
0xa4998fa51d035389abc367b702855121db5051a6,USDC,3221,37213.38014381888,13.955418883505525,0.0313567215150574,2.177027373446435e-05,0.0013062164240678,0.0313491941776286,2756051.702970297,False,False,False,0.0,,
0x0c69da9366d987acd4b4fb127973a3b791386b89,USDC,719,1592719.8026252638,1.0,0.1988873435326842,0.0001379592451024,0.0082775547061468,0.1986613129475233,434911.0489510489,False,False,False,0.0,,
0x7f54f05635d15cde17a49502fedb9d1803a3be8a,USDC,1,1.402203060019947e+18,50.495462,10000.0,42.052144659377625,2523.128679562657,60555.088309503786,1.4268,True,False,True,0.7,,
0x75ab09c461048c45cd190e1f4488c52d716e2df7,USDC,35,1027.5306062846892,1.0,2.4,0.0016387110367188,0.0983226622031299,2.3597438928751187,36614.142857142855,False,False,False,0.0,,
0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,USDT,973,127201.61543019205,0.0,0.131551901336074,9.1345238472445e-05,0.0054807143083467,0.1315371434003208,656848.6875,False,False,False,0.0,,
0x99e240e41e107463da062815d7dee0ea8e6a3589,USDT,366,17.11359659031031,38.227101,0.453551912568306,0.0003141121902778,0.0188467314166686,0.4523215540000485,191014.55421686743,False,False,False,0.0,,
0xee6d4ffa8032ff3afa049526111d41f389e24569,USDC,1302,313093.6501305692,7.0,0.0291858678955453,2.0261527442794845e-05,0.0012156916465676,0.0291765995176245,2961277.236842105,False,False,False,0.0,,
0x805e8503aa46d0147e6690e02f7ffa1e2378b39e,USDT,656,577.0857909782609,1.0,0.0350609756097561,2.432449296651998e-05,0.0014594695779911,0.0350272698717887,2466649.565217391,False,False,False,0.0,,
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,USDC,1,20455337657055.8,0.0500553651133802,10000.0,4.571219601389651,274.27317608337904,6582.556226001097,13.1256,True,False,True,0.7,,
0x6dfa45d6bd4db20e07d75d069d159e23f0375d84,USDT,8,1354.386698576627,2.4768549885910573,1250.0,0.83561735410121,50.13704124607259,1203.2889899057425,71.8032,True,False,False,0.4,,
0xf7fea4beb35ab8b95d1b32c9995b20c27b88c06c,USDT,24,693.5024410753999,2833.627562,416.6666666666667,0.2836782861292665,17.02069716775599,408.4967320261438,211.5072,True,False,False,0.4,,
0x6333752b893da0050303c94baef30760da5ce23d,USDT,47,1320.7747628148147,1.0,0.574468085106383,0.0003916369554433,0.0234982173265991,0.5639572158383787,153203.11111111112,False,False,False,0.0,,
0x0458c1e2e137fede1d338d82e9b98f41ff87c843,USDT,179,187362.1603272982,7.1,17.122905027932962,0.0118791543127337,0.7127492587640254,17.105982210336606,5050.864600326264,False,False,False,0.0,1.0,
0xca793ba1e428a506944f3615da9cf239ae2f4481,USDC,832,15742972.954525623,1.0,1.859375,0.0012909891129644,0.077459346777868,1.859024322668834,46475.99224305106,False,False,False,0.0,,
0x447a5ac5c9edd6feb9c3bb9ca01141ce12533515,USDC,69,271.8028474938059,114.11302672386464,0.5217391304347826,0.000359671979155,0.0215803187493006,0.5179276499832153,166818.66666666666,False,False,False,0.0,,
0xa5f91e598668040055dc861a7316e677a5b730b0,USDC,2,524157930.143262,0.002306,5000.0,2.4806509228021434,148.83905536812858,3572.137328835086,24.1872,True,False,True,0.7,,
0xf3dd734a1abc39c4fc7dcb3f09c6738d274fab36,USDC,33,692.9391651705831,40.5091378664329,212.4848484848485,0.1435679040150693,8.61407424090416,206.7377817816998,417.92070735881344,True,False,False,0.4,,
0xdceaf5d0e5e0db9596a47c0c4120654e80b1d706,USDC,29,489.7990555450359,8.930902,344.82758620689657,0.2380476285695242,14.282857714171453,342.78858514011483,252.0504,True,False,False,0.4,,
0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,USDC,5,2.2291416605965304e+30,1.25e-05,2000.0,1.2236307571827123,73.41784543096274,1762.0282903431062,49.0344,True,False,True,0.7,,
0x0000000000000000000000000000000000000000,USDC,1,4.45197671557738e+18,0.993669,10000.0,53.70569280343717,3222.3415682062296,77336.19763694951,1.1172,True,False,True,0.7,1.0,
0x70270c228c5b4279d1578799926873aa72446ccd,USDC,167,48993.52359337836,696.502508,59.880239520958085,0.041432435299109,2.485946117946542,59.66270683071701,1448.1408,True,False,False,0.4,,
0x716e66ba0c197d256f9e20550d14731d5f4f13ef,USDT,316,707791.0387000854,3e-09,0.2025316455696202,0.000140243664602,0.008414619876121,0.2019508770269044,427826.8125,False,False,False,0.0,,
0x979b3e1731a70d48e4972512aeb2e946a4862e9b,USDC,54,4.3868875,1.0,0.1481481481481481,0.0001027271489877,0.0061636289392651,0.1479270945423633,584071.5,False,False,False,0.0,,
0xc8a25e77428dedf61134e9f6d9fcb7aa0d6f3dd9,USDT,37,0.1429428571428571,1.0,0.1891891891891892,0.0001294982129246,0.0077698927754796,0.1864774266115127,463326.8571428572,False,True,False,0.3,1.0,
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,USDC,16,92340576.35727842,0.0069693502939785,625.0,0.4120075479782789,24.72045287869674,593.2908690887217,145.6284,True,False,False,0.4,,
0x715e9e91a8bc8393c31237a8c7a9a1815c9a8d01,USDT,12,121.78587416666666,185.09429,0.5,0.0003331778503365,0.0199906710201905,0.4797761044845738,180084.0,False,False,False,0.0,,
0xd1fbae9b8c5b56179780294fcc7a0a8d4dc65dd1,USDT,268,1813.58347372,946.728916,0.6529850746268657,0.0004524065702876,0.0271443942172616,0.6514654612142798,132624.06857142856,False,False,False,0.0,,
0xf70da97812cb96acdf810712aa562db8dfa3dbef,USDC,1,16757.300058890203,34.34841304952787,10000.0,3.593502946672416,215.61017680034496,5174.64424320828,16.6968,True,False,True,0.7,,
0x59fd95920d021af7e4deedf5732a2caa30f1112e,USDT,77,190.41062770196265,1.0,2.311688311688312,0.0015899642883301,0.0953978572998118,2.289548575195485,37736.69662921348,False,False,False,0.0,,
0xcf967d6528254e15fc3fbed7f7ee11e5fbbfc176,USDT,19,4180.058217985877,8959.781064,526.3157894736842,0.3651127468162168,21.90676480897301,525.7623554153523,164.3328,True,False,False,0.4,,
0x9bf46916f83a78941b75f09a71998fc053d1fc66,USDT,182,31.1297148567188,1.0,0.0989010989010989,6.853477225895178e-05,0.0041120863355371,0.0986900720528905,875468.0,False,False,False,0.0,,
0x3ad575d5db93705ccc2b21bc34c87dfc5b791fd8,USDT,1,0.0001,0.0001,8.0,0.0071723148646225,0.4303388918773534,10.328133405056482,8365.5,False,True,True,0.6,1.0,
0xa589c9ffa90fea54245982b94354187043900722,USDT,101,2117.389010585167,616.46,53.12871287128713,0.0365433753384654,2.1926025203079287,52.62246048739029,1641.8844576966085,True,False,False,0.4,1.0,
0x4efc28e7c1ad5457868f0a54f89226a1157da60a,USDT,46,451.0485270865384,79.0,2.260869565217391,0.0015478724195924,0.0928723451755495,2.228936284213189,38762.88461538462,False,False,False,0.0,1.0,
0x63242a4ea82847b20e506b63b0e2e2eff0cc6cb0,USDC,1,101132590818565.6,190.076664,10000.0,28.70264064293915,1722.158438576349,41331.802525832376,2.0904,True,False,True,0.7,,
0x0832e632e7f13cffaa3859c5dae4826cc23e6da5,USDT,1,333.4392460994369,160.450746,1960.0,1.7769718948322757,106.61831368993654,2558.839528558477,33.765306122448976,True,False,True,0.7,,
0x32112c14cb7a5b62640a88d704822b2d2891e402,USDT,33,1726.3335859780643,1.0800506100165652,163.0,0.1101292723974563,6.607756343847379,158.58615225233711,544.8142777467931,True,False,False,0.4,,
0x57030ca36039eb3306fd9aaf529fd4b13ab0dba6,USDC,197,0.039823620795107,0.0,3.3197969543147208,0.0023042594976714,0.1382555698602857,3.3181336766468585,26038.73394495413,False,True,False,0.3,1.0,
0xe7ed52fa2f5847a842502215c2807accf0104d4e,USDC,696,10836496258676.771,3e-09,0.132183908045977,9.16891737011531e-05,0.0055013504220691,0.1320324101296604,654384.7826086957,False,False,False,0.0,,
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,USDC,1,60375089.64929278,350.399637,10000.0,16.857720836142953,1011.4632501685772,24275.118004045853,3.5592,True,False,True,0.7,,
0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,USDC,2,55979543.23967655,0.0320380938230155,5000.0,2.4792978628452422,148.75787177071453,3570.1889224971487,24.2004,True,False,True,0.7,,
0x82dec1ce3b4fc88f4db0c4005ac29de387327df6,USDC,416,13514631.828405073,1.0,0.2211538461538461,0.0001532299541909,0.0091937972514543,0.2206511340349044,391568.347826087,False,False,False,0.0,,
0x4b5f834ede79c52bd33d952c719a0b641a0310ea,USDT,52,25382136.15577299,254.0,192.30769230769232,0.132976247782621,7.978574866957265,191.48579680697435,451.2084,True,False,False,0.4,,
0xa92fc7017bdf85bc4e26b37456d018d8b8b1911b,USDC,21,2103.2200930942545,5355.139292,476.1904761904762,0.3298457641206971,19.79074584724183,474.977900333804,181.9032,True,False,False,0.4,,
0x66a9893cc07d91d95644aedd05d03f95e1dba8af,USDC,1,1008032341654.7878,23453.920423391723,10000.0,10.313531353135314,618.8118811881188,14851.485148514852,5.8176,True,False,True,0.7,,
0xd1fb37b33d7a7a7333bd6590d2800f464aa45dd1,USDT,1,1.0,0.0,5.0,0.0033200531208499,0.199203187250996,4.780876494023904,18072.0,False,False,True,0.3,1.0,
0x57036764c4de3c55ffa0b5c4091a3d85bd05dba6,USDC,200,69501.92833195522,1002.26646,9.35,0.0064857185864046,0.3891431151842811,9.339434764422746,9251.095187165776,False,False,False,0.0,1.0,
0x570352d632704d233c2dd6d3205904554b01dba6,USDC,192,58965.746886563706,75.6687934955752,0.3229166666666667,0.0002236261778246,0.013417570669479,0.3220216960674976,268304.9032258064,False,False,False,0.0,1.0,
0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,USDC,3,3749.893990519902,1.9048648896617333,3333.333333333333,2.2077004592016958,132.46202755210172,3179.0886612504414,27.1776,True,False,True,0.7,,
0x4cd00e387622c35bddb9b4c962c136462338bc31,USDC,1,5901.958968415182,5.0,10000.0,4.442075337597726,266.52452025586354,6396.588486140726,13.5072,True,False,True,0.7,,
0x5703c50faf7697769adbbd51964d3cf476c4dba6,USDC,77,1235.9770256416332,1393.601626,1.87012987012987,0.0012828462081204,0.0769707724872249,1.8472985396934,46771.0,False,False,False,0.0,1.0,
0xd152f549545093347a162dce210e7293f1452150,USDC,4,168.564614,500.0,2500.0,1.6080789888399318,96.48473933039593,2315.633743929502,37.3116,True,False,True,0.7,,
0x76600115c5cbe56d82bde2af8cafb3801aee5efe,USDT,10,814601.7430630851,0.3585724522708073,1000.0,0.6392390498350763,38.35434299010458,920.5042317625098,93.8616,True,False,False,0.4,,
0xfad57d2039c21811c8f2b5d5b65308aa99d31559,USDC,29,249.81262234678076,289.332674,344.82758620689657,0.2388413329257107,14.330479975542646,343.9315194130235,251.2128,True,False,False,0.4,,
0xee04997b7536267ee4ff8af4dca06700772e4f04,USDC,557,7390.706571932957,1187.0,0.4057450628366247,0.000281657281414,0.0168994368848405,0.4055864852361733,213024.84955752213,False,False,False,0.0,1.0,
0x1ff4f41f2b6d720334dbf7159c29ddf817c3468c,USDC,479,198.86251457121045,1.264163985791434,0.0250521920668058,1.7370489969410566e-05,0.0010422293981646,0.0250135055559512,3454134.0,False,False,False,0.0,,
0x560ce4b5d21856ddeb9172be53f1efbdd8610260,USDC,108,5.795769428571428,1.0,0.0648148148148148,4.486264979318319e-05,0.0026917589875909,0.0646022157021837,1337415.4285714286,False,False,False,0.0,,
0x99e096f18fbff2808f7388859b387fdd056a3589,USDC,401,321.4129780886379,118.56669420043848,1.119700748129676,0.0007765562342591,0.0465933740555502,1.1182409773332056,77264.20489977728,False,False,False,0.0,1.0,
0x6ca298d2983ab03aa1da7679389d955a4efee15c,USDT,4,504.763479786212,640.059809,2500.0,1.674312694638851,100.45876167833104,2411.0102802799447,35.8356,True,False,True,0.7,,
0x944b8a5c94055a761d518ee11c6c370b139eff28,USDC,2784,1.358797959194049e+21,4999.523732,0.1760057471264367,0.0001222172925604,0.0073330375536285,0.175992901287084,490928.8918367347,False,False,False,0.0,,
0x45e144a998579c8cb1d48beac0bd04e8be968030,USDC,68,1182413.422938052,1.0,0.3088235294117647,0.0002142109590326,0.0128526575419598,0.3084637810070363,280097.71428571426,False,False,False,0.0,,
